BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;GESCHLECHT_CODE;GESCHLECHT_BEZEICHNUNG;NATIONALITAET_CODE;NATIONALITAET_BEZEICHNUNG;ANZAHL_PERSONEN
4666;Kemmental;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;972; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;199; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;4579; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;6089; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;5306; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;5525; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;556; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;102; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;514; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;102; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;608; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;209; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;638; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;198; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;967; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;622; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;1018; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;580; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;1354; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;842; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;1459; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;722; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;439; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;98; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;418; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;82; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;1065; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;224; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;1036; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;156; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;471; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;144; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;437; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;101; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;1289; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;169; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;1181; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;151; 
4723;Braunau;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;335; 
4723;Braunau;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;37; 
4723;Braunau;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;346; 
4723;Braunau;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;35; 
4724;Eschlikon;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;1850; 
4724;Eschlikon;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;317; 
4724;Eschlikon;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;1827; 
4724;Eschlikon;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;273; 
4726;Fischingen;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;1216; 
4726;Fischingen;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;131; 
4726;Fischingen;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;1203; 
4726;Fischingen;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;88; 
4741;Lommis;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;524; 
4741;Lommis;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;88; 
4741;Lommis;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;539; 
4741;Lommis;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;74; 
4746;Münchwilen;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;2024; 
4746;Münchwilen;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;623; 
4746;Münchwilen;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;2124; 
4746;Münchwilen;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;481; 
4751;Rickenbach;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;889; 
4751;Rickenbach;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;527; 
4751;Rickenbach;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;920; 
4751;Rickenbach;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;430; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;380; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;34; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;365; 
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;25; 
4761;Sirnach;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;2911; 
4761;Sirnach;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;964; 
4761;Sirnach;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;2960; 
4761;Sirnach;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;807; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;655; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;127; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;658; 
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;111; 
4781;Wängi;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;1984; 
4781;Wängi;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;357; 
4781;Wängi;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;1906; 
4781;Wängi;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;329; 
4786;Wilen;2014;Bezirk Münchwilen;2015;1;Männlich;1;Schweiz;1100; 
4786;Wilen;2014;Bezirk Münchwilen;2015;1;Männlich;2;Ausland;160; 
4786;Wilen;2014;Bezirk Münchwilen;2015;2;Weiblich;1;Schweiz;1072; 
4786;Wilen;2014;Bezirk Münchwilen;2015;2;Weiblich;2;Ausland;124; 
4791;Wuppenau;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;515; 
4791;Wuppenau;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;44; 
4791;Wuppenau;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;526; 
4791;Wuppenau;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;35; 
4801;Berlingen;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;317; 
4801;Berlingen;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;110; 
4801;Berlingen;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;351; 
4801;Berlingen;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;85; 
4806;Eschenz;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;707; 
4806;Eschenz;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;159; 
4806;Eschenz;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;724; 
4806;Eschenz;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;129; 
4811;Herdern;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;455; 
4811;Herdern;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;42; 
4811;Herdern;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;471; 
4811;Herdern;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;43; 
4816;Homburg;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;693; 
4816;Homburg;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;54; 
4816;Homburg;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;712; 
4816;Homburg;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;51; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;756; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;76; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;760; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;73; 
4826;Mammern;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;230; 
4826;Mammern;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;88; 
4826;Mammern;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;230; 
4826;Mammern;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;77; 
4831;Müllheim;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;1185; 
4831;Müllheim;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;262; 
4831;Müllheim;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;1234; 
4831;Müllheim;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;198; 
4841;Pfyn;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;823; 
4841;Pfyn;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;139; 
4841;Pfyn;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;852; 
4841;Pfyn;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;118; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;188; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;21; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;170; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;17; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2015;1;Männlich;1;Schweiz;470; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2015;1;Männlich;2;Ausland;174; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2015;2;Weiblich;1;Schweiz;480; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2015;2;Weiblich;2;Ausland;157; 
4864;Steckborn;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;1336; 
4864;Steckborn;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;562; 
4864;Steckborn;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;1431; 
4864;Steckborn;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;387; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2015;1;Männlich;1;Schweiz;646; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2015;1;Männlich;2;Ausland;179; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2015;2;Weiblich;1;Schweiz;693; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2015;2;Weiblich;2;Ausland;154; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;602; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;85; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;586; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;47; 
4891;Berg;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;1398; 
4891;Berg;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;260; 
4891;Berg;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;1415; 
4891;Berg;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;226; 
4901;Birwinken;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;604; 
4901;Birwinken;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;75; 
4901;Birwinken;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;611; 
4901;Birwinken;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;64; 
4911;Bürglen;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;1304; 
4911;Bürglen;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;570; 
4911;Bürglen;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;1368; 
4911;Bürglen;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;437; 
4921;Bussnang;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;990; 
4921;Bussnang;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;180; 
4921;Bussnang;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;965; 
4921;Bussnang;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;127; 
4941;Märstetten;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;1192; 
4941;Märstetten;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;184; 
4941;Märstetten;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;1193; 
4941;Märstetten;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;175; 
4946;Weinfelden;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;4289; 
4946;Weinfelden;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;1336; 
4946;Weinfelden;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;4438; 
4946;Weinfelden;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;1084; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2015;1;Männlich;1;Schweiz;1013; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2015;1;Männlich;2;Ausland;204; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2015;2;Weiblich;1;Schweiz;988; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2015;2;Weiblich;2;Ausland;164; 
