BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;GESCHLECHT_CODE;GESCHLECHT_BEZEICHNUNG;NATIONALITAET_CODE;NATIONALITAET_BEZEICHNUNG;ANZAHL_PERSONEN
4806;Eschenz;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;706; 
4806;Eschenz;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;176; 
4806;Eschenz;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;717; 
4806;Eschenz;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;142; 
4811;Herdern;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;486; 
4811;Herdern;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;60; 
4811;Herdern;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;489; 
4811;Herdern;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;42; 
4816;Homburg;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;682; 
4816;Homburg;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;71; 
4816;Homburg;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;732; 
4816;Homburg;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;57; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;771; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;91; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;782; 
4821;Hüttwilen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;82; 
4826;Mammern;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;235; 
4826;Mammern;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;88; 
4826;Mammern;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;244; 
4826;Mammern;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;84; 
4831;Müllheim;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1218; 
4831;Müllheim;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;289; 
4831;Müllheim;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1250; 
4831;Müllheim;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;223; 
4841;Pfyn;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;840; 
4841;Pfyn;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;164; 
4841;Pfyn;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;883; 
4841;Pfyn;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;123; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;192; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;25; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;179; 
4846;Raperswilen;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;18; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2018;1;Männlich;1;Schweiz;471; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2018;1;Männlich;2;Ausland;190; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2018;2;Weiblich;1;Schweiz;486; 
4851;Salenstein;2013;Bezirk Kreuzlingen;2018;2;Weiblich;2;Ausland;171; 
4864;Steckborn;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;1342; 
4864;Steckborn;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;564; 
4864;Steckborn;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;1428; 
4864;Steckborn;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;408; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2018;1;Männlich;1;Schweiz;638; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2018;1;Männlich;2;Ausland;187; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2018;2;Weiblich;1;Schweiz;690; 
4871;Wagenhausen;2012;Bezirk Frauenfeld;2018;2;Weiblich;2;Ausland;163; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;603; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;84; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;601; 
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;53; 
4891;Berg;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1459; 
4891;Berg;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;253; 
4891;Berg;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1475; 
4891;Berg;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;219; 
4901;Birwinken;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;573; 
4901;Birwinken;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;76; 
4901;Birwinken;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;597; 
4901;Birwinken;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;75; 
4911;Bürglen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1326; 
4911;Bürglen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;642; 
4911;Bürglen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1377; 
4911;Bürglen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;490; 
4921;Bussnang;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1018; 
4921;Bussnang;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;197; 
4921;Bussnang;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;989; 
4921;Bussnang;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;138; 
4941;Märstetten;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1239; 
4941;Märstetten;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;216; 
4941;Märstetten;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1248; 
4941;Märstetten;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;182; 
4946;Weinfelden;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;4419; 
4946;Weinfelden;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;1380; 
4946;Weinfelden;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;4499; 
4946;Weinfelden;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;1185; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2018;1;Männlich;1;Schweiz;1050; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2018;1;Männlich;2;Ausland;209; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2018;2;Weiblich;1;Schweiz;1018; 
4951;Wigoltingen;2015;Bezirk Weinfelden;2018;2;Weiblich;2;Ausland;170; 
4401;Arbon;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;4701; 
4401;Arbon;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;2497; 
4401;Arbon;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;5086; 
4401;Arbon;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;2146; 
4406;Dozwil;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;295; 
4406;Dozwil;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;62; 
4406;Dozwil;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;300; 
4406;Dozwil;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;47; 
4411;Egnach;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;2066; 
4411;Egnach;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;329; 
4411;Egnach;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;2009; 
4411;Egnach;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;288; 
4416;Hefenhofen;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;512; 
4416;Hefenhofen;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;89; 
4416;Hefenhofen;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;512; 
4416;Hefenhofen;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;74; 
4421;Horn;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;1106; 
4421;Horn;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;251; 
4421;Horn;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;1165; 
4421;Horn;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;215; 
4426;Kesswil;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;388; 
4426;Kesswil;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;92; 
4426;Kesswil;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;419; 
4426;Kesswil;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;100; 
4431;Roggwil;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;1364; 
4431;Roggwil;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;175; 
4431;Roggwil;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;1362; 
4431;Roggwil;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;155; 
4436;Romanshorn;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;3587; 
4436;Romanshorn;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;1775; 
4436;Romanshorn;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;3973; 
4436;Romanshorn;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;1592; 
4441;Salmsach;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;514; 
4441;Salmsach;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;210; 
4441;Salmsach;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;510; 
4441;Salmsach;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;177; 
4446;Sommeri;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;232; 
4446;Sommeri;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;46; 
4446;Sommeri;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;259; 
4446;Sommeri;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;28; 
4451;Uttwil;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;741; 
4451;Uttwil;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;189; 
4451;Uttwil;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;768; 
4451;Uttwil;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;154; 
4461;Amriswil;2011;Bezirk Arbon;2017;1;Männlich;1;Schweiz;4411; 
4461;Amriswil;2011;Bezirk Arbon;2017;1;Männlich;2;Ausland;2247; 
4461;Amriswil;2011;Bezirk Arbon;2017;2;Weiblich;1;Schweiz;4749; 
4461;Amriswil;2011;Bezirk Arbon;2017;2;Weiblich;2;Ausland;1975; 
4471;Bischofszell;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;2171; 
4471;Bischofszell;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;855; 
4471;Bischofszell;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;2231; 
4471;Bischofszell;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;717; 
4476;Erlen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1357; 
4476;Erlen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;522; 
4476;Erlen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1337; 
4476;Erlen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;448; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;902; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;94; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;863; 
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;79; 
4495;Hohentannen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;286; 
4495;Hohentannen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;29; 
4495;Hohentannen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;262; 
4495;Hohentannen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;25; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1348; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;479; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1356; 
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;376; 
4506;Sulgen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1358; 
4506;Sulgen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;509; 
4506;Sulgen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1438; 
4506;Sulgen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;439; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1062; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;157; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1003; 
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;135; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;781; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;143; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;752; 
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;131; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1243; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;742; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1299; 
4545;Diessenhofen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;605; 
4546;Schlatt;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;723; 
4546;Schlatt;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;103; 
4546;Schlatt;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;758; 
4546;Schlatt;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;85; 
4551;Aadorf;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;3738; 
4551;Aadorf;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;745; 
4551;Aadorf;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;3748; 
4551;Aadorf;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;612; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1149; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;298; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1100; 
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;243; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;9229; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;3150; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;10136; 
4566;Frauenfeld;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;2782; 
4571;Gachnang;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1792; 
4571;Gachnang;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;349; 
4571;Gachnang;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1840; 
4571;Gachnang;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;288; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;391; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;42; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;366; 
4590;Hüttlingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;35; 
4591;Matzingen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;1043; 
4591;Matzingen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;393; 
4591;Matzingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;1079; 
4591;Matzingen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;325; 
4601;Neunforn;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;482; 
4601;Neunforn;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;36; 
4601;Neunforn;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;457; 
4601;Neunforn;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;29; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;553; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;61; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;553; 
4606;Stettfurt;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;46; 
4611;Thundorf;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;682; 
4611;Thundorf;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;71; 
4611;Thundorf;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;656; 
4611;Thundorf;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;42; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;510; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;50; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;496; 
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;36; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2017;1;Männlich;1;Schweiz;586; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2017;1;Männlich;2;Ausland;73; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2017;2;Weiblich;1;Schweiz;593; 
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2017;2;Weiblich;2;Ausland;59; 
4641;Altnau;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;851; 
4641;Altnau;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;234; 
4641;Altnau;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;892; 
4641;Altnau;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;229; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;733; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;347; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;741; 
4643;Bottighofen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;343; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;1132; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;526; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;1240; 
4646;Ermatingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;473; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;97; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;82; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;105; 
4651;Gottlieben;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;64; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;641; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;168; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;645; 
4656;Güttingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;150; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;1025; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;243; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;1001; 
4666;Kemmental;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;213; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;4601; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;6288; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;5268; 
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;5638; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;565; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;110; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;522; 
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;110; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;625; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;223; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;649; 
4683;Lengwil;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;212; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;1025; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;678; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;1106; 
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;635; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;1429; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;879; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;1498; 
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;796; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2017;1;Männlich;1;Schweiz;442; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2017;1;Männlich;2;Ausland;95; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2017;2;Weiblich;1;Schweiz;433; 
4701;Wäldi;2013;Bezirk Kreuzlingen;2017;2;Weiblich;2;Ausland;79; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2017;1;Männlich;1;Schweiz;1090; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2017;1;Männlich;2;Ausland;241; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2017;2;Weiblich;1;Schweiz;1061; 
4711;Affeltrangen;2015;Bezirk Weinfelden;2017;2;Weiblich;2;Ausland;166; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;496; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;154; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;468; 
4716;Bettwiesen;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;121; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;1305; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;172; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;1220; 
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;138; 
4723;Braunau;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;345; 
4723;Braunau;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;38; 
4723;Braunau;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;359; 
4723;Braunau;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;28; 
4724;Eschlikon;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;1867; 
4724;Eschlikon;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;315; 
4724;Eschlikon;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;1829; 
4724;Eschlikon;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;289; 
4726;Fischingen;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;1231; 
4726;Fischingen;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;123; 
4726;Fischingen;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;1236; 
4726;Fischingen;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;100; 
4741;Lommis;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;527; 
4741;Lommis;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;82; 
4741;Lommis;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;551; 
4741;Lommis;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;63; 
4746;Münchwilen;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;2120; 
4746;Münchwilen;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;661; 
4746;Münchwilen;2014;Bezirk Münchwilen;2017;2;Weiblich;1;Schweiz;2221; 
4746;Münchwilen;2014;Bezirk Münchwilen;2017;2;Weiblich;2;Ausland;536; 
4751;Rickenbach;2014;Bezirk Münchwilen;2017;1;Männlich;1;Schweiz;860; 
4751;Rickenbach;2014;Bezirk Münchwilen;2017;1;Männlich;2;Ausland;546; 
